id,lat,lon
276009026292657,49.29951,7.06105
276009025520878,49.40493,6.96317
276009026307048,49.29942,6.80994
276009026293973,49.43605,6.84665
276009026306576,49.28596,6.88499
276009024816149,49.351,6.807
276009026307217,49.29942,6.80995
276009025356914,49.28868,6.88582
276009026305723,49.37314,7.04002
276009025518665,49.40612,6.96561
276009025358087,49.37535,7.0502
276009026303873,49.44156,6.85518
276009025518428,49.42882,6.84742
276009026295481,49.30304,7.06144
276009026305882,49.44156,6.85518
276009026293289,49.29844,7.06087
276009026303933,49.49148,7.0379
276009025356133,49.30051,6.94452
276009026289741,49.49379,6.86828
276009025357306,49.3492,7.05055
276009025521972,49.3257,7.0524
276009026288858,49.34404,7.03157
276009026303533,49.30027,6.89504
276009026289371,49.29844,7.06087
276009025519788,49.43597,6.8467
276009024815936,49.35246,7.1851
276009026302442,49.3427,7.1792
276009023572420,49.32793,7.3383
276009023571672,49.40231,7.16584
276009024221481,49.38831,7.33467
276009024815253,49.27398,7.10994
276009026306447,49.30253,7.26729
276009023671324,49.27972,7.1093
276009026306438,49.35198,7.18658
276009024225283,49.4509,7.23076
276009026303430,49.27796,7.10295
276009024816115,49.27834,7.11231
276009026304299,49.35246,7.1851
276009026305876,49.35174,7.17602
276009024219011,49.3093,7.34543
276009026302238,49.37325,7.37443
276009023546015,49.3471,7.31283
276009024220059,49.4654,7.16568
276009024812178,49.33211,7.33906
276009026290717,49.46847,7.14319
276009026291571,49.34641,7.35603
276009024227115,49.37479,7.28955
276009026287164,49.33772,7.17066
276009025376000,49.35504,7.12857
276009025375636,49.46774,7.16908
276009025377726,49.30339,7.26471
276009026307388,49.27851,7.11533
276009026295394,49.3463,7.25599
276009026287388,49.28456,7.16087
276009024218333,49.47656,7.34594
276009024816128,49.28717,7.13253
276009026305215,49.27986,7.10243
276009025375843,49.46548,7.16085
276009023550683,49.32734,7.32585
276009026302477,49.27426,7.11134
276009025377973,49.34515,7.20563
276009026292132,49.34761,7.25759
276009025516945,49.35246,7.1851
276009026293928,49.32126,7.0965
276009025374839,49.31496,7.15199
276009025520305,49.28011,7.15784
276009025518397,49.37323,7.37442
276009026291701,49.34606,7.35377
276009026293117,49.28281,7.13095
276009026289901,49.27871,7.11523
276009026306275,49.27809,7.11114
276009025357776,49.40898,7.3782
276009026289177,49.47005,7.16587
276009026289677,49.27627,7.11953
276009024214525,49.46894,7.15373
276009026304851,49.37576,7.3761
276009025375804,49.34609,7.25021
276009025521812,49.28145,7.10475
276009023545824,49.3231,7.33902
276009024225361,49.25662,7.37729
276009026287950,49.23506,7.26942
276009026287261,49.24318,7.14523
276009025517396,49.14596,7.20378
276009024222270,49.23639,7.26021
276009026302716,49.24734,7.25935
276009024226759,49.18676,7.36925
276009024226212,49.24917,7.35981
276009026293703,49.22044,7.11269
276009026294287,49.1875,7.36983
276009024217261,49.24913,7.36549
276009026307116,49.23682,7.26772
276009025518229,49.2679,7.12405
276009024217857,49.25012,7.25689
276009024814110,49.18683,7.36882
276009026304017,49.24913,7.36549
276009025522221,49.16699,7.09551
276009026296125,49.26268,7.36146
276009026293057,49.24933,7.3485
276009024219212,49.25026,7.35408
276009024224212,50.06827,6.18435
276009024216684,50.17605,6.14605
276009026292813,50.06827,6.18435
276009024222547,50.96164,6.1237
276009026303722,51.05861,6.21582
276009026294530,51.06254,6.09637
276009024215764,50.99081,5.99846
276009025516695,51.04793,6.15307
276009026295773,51.21598,6.1585
276009007345981,51.06232,6.09347
276009024226357,50.96126,6.14366
276009025519042,51.10117,6.15572
276009026303811,51.07326,6.02366
276009024215297,51.32874,6.19652
276009026292051,51.06285,6.09257
276009024222177,51.09163,6.03653
276009025521434,51.31578,6.1908
276009025520069,51.21248,6.16545
276009025521456,50.96447,6.12098
276009024219760,50.96181,6.12716
276009026289544,51.21598,6.1585
276009026293789,51.06092,6.09464
276009024220945,51.11316,6.15106
276009024215005,51.3283,6.21236
276009026295076,51.06584,6.09673
276009026291216,50.99085,5.998
276009026293292,51.24473,6.19067
276009024812936,51.23202,6.15766
276009024814647,51.06025,6.11818
276009024812777,51.09162,6.15759
276009024224341,50.99293,5.99488
276009026306422,51.06357,6.09731
276009025356219,51.24364,6.18943
276009026293199,51.12275,6.21602
276009024224265,51.00335,5.92885
276009026294821,51.2813,6.19634
276009025375438,51.24254,6.18526
276009026293355,51.20968,6.18268
276009026302611,51.05292,5.9993
276009026288723,51.0,6.0
276009026294837,51.21137,6.18114
276009025516909,51.01561,5.90122
276009026302839,51.09799,6.1553
276009024220091,51.12354,6.10135
276009024218129,51.06007,6.10744
276009024224797,51.10545,6.17675
276009024816606,51.01617,5.90213
276009024218204,50.96209,6.12649
276009026306637,51.05733,6.04026
276009026294500,51.24043,6.18279
276009024222977,50.9612,6.11843
276009024215751,50.96393,6.12501
276009026287090,51.21287,6.13603
276009025520367,51.28173,6.18458
276009007326246,51.05789,6.14014
276009025357040,51.21233,6.1657
276009026294847,50.97268,6.09191
276009026292117,51.04659,6.16165
276009024220532,51.09968,6.16043
276009025517933,51.06021,6.109
276009024219154,50.7806,6.05079
276009025518255,50.77548,6.04985
276009025522477,50.77243,6.03733
276009026307264,50.7806,6.06784
276009026304569,50.7724,6.03739
276009025520407,50.76946,6.05826
276009026294654,50.81093,6.06107
276009025376926,50.81128,6.06156
276009025518511,50.78785,6.068
276009026304110,50.77839,6.04483
276009026303708,50.7806,6.05079
276009024216548,50.77022,6.04094
276009024214385,50.78434,6.04349
276009024215118,50.795,6.06645
276009025519523,50.77972,6.06815
276009024815452,50.76946,6.05826
276009026290046,50.77101,6.05812
276009009070635,50.79037,6.06076
276009026304857,50.78582,6.04739
276009026303011,50.78059,6.0508
276009024816234,50.79198,6.06529
276009026292502,50.7847,6.04723
276009024224915,50.7724,6.03739
276009024214492,50.77987,6.06612
276009026291603,50.77101,6.05812
276009025374015,50.77797,6.0451
276009026294050,50.81681,6.06574
276009024216075,50.91813,6.17305
276009025375572,50.87399,6.16265
276009026290391,50.91813,6.17305
276009024215081,50.8196,6.12951
276009026289040,50.90417,6.18332
276009026304993,50.818,6.215
276009026287366,50.87134,6.15916
276009026289103,50.90229,6.18264
276009025520144,50.90666,6.18225
276009026291719,50.84171,6.10927
276009025520794,50.9044,6.18415
276009026302824,50.88542,6.10235
276009026287424,50.82341,6.16452
276009026293248,50.91967,6.17421
276009026306889,50.87285,6.09512
276009025377785,50.87021,6.10262
276009025519287,50.92082,6.11308
276009024217596,50.87514,6.1655
276009024814197,50.82856,6.07953
276009024221801,50.9105,6.17893
276009024220970,50.84171,6.10927
276009024217566,50.90222,6.18264
276009026304948,50.86915,6.18089
276009026289664,50.87135,6.15905
276009025517457,50.87157,6.15917
276009026287104,50.87033,6.10156
276009024219143,50.81831,6.13305
276009026295245,50.86426,6.09214
276009026293039,50.818,6.215
276009026294938,50.87538,6.14548
276009026295280,50.81714,6.21555
276009025520574,50.86336,6.1074
276009024218546,50.82856,6.07953
276009026292010,50.86363,6.15123
276009026291800,50.81549,6.1429
276009026287791,50.82532,6.12804
276009026306973,50.86363,6.15123
276009024221814,50.86363,6.15127
276009023965411,50.87538,6.14548
276009026292786,50.87021,6.10262
276009024814791,50.81731,6.21663
276009026293618,50.91813,6.17305
276009026305789,50.88675,6.11801
276009026306967,50.81687,6.21574
276009026294858,50.85852,6.20184
276009026291405,50.82856,6.07953
276009026307311,50.87139,6.09527
276009026294989,50.91943,6.11931
276009026294381,50.90222,6.18264
276009026294849,50.82529,6.1283
276009024222291,50.82948,6.08461
276009025517413,50.91893,6.1744
276009026303329,50.81793,6.21556
276009026303830,50.81955,6.1293
276009026306691,50.81551,6.14202
276009025517107,50.92355,6.20378
276009024221066,50.8586,6.20194
276009026304009,50.86205,6.08179
276009025518118,50.84271,6.10927
276009025520931,50.92219,6.11517
276009026291659,50.92515,6.20873
276009025519193,50.91079,6.19034
276009026303974,50.82981,6.08337
276009024218383,50.91943,6.11931
276009026294172,50.82341,6.16452
276009025356619,50.92122,6.1133
276009026292015,50.86439,6.10314
276009026289957,50.87355,6.16472
276009026295538,50.92319,6.20284
276009026303240,50.81716,6.21561
276009026291914,50.82341,6.16452
276009026287493,50.85887,6.15134
276009024218073,50.87369,6.16458
276009024226895,50.82501,6.18585
276009026295151,50.87809,6.18549
276009024812243,50.81767,6.21385
276009026296094,50.91929,6.11922
276009024220785,50.832,6.0753
276009026306791,50.84271,6.10927
276009026292198,50.82532,6.12804
276009026290071,50.91813,6.17305
276009026304032,50.75518,6.09591
276009025516730,50.75353,6.14428
276009026294924,50.71269,6.13794
276009024215680,50.75432,6.095
276009026303569,50.76678,6.10852
276009024812374,50.75941,6.08289
276009026305665,50.78938,6.11229
276009026304165,50.76878,6.07803
276009026304054,50.79586,6.12425
276009025518591,50.76866,6.07821
276009025520210,50.75564,6.0942
276009023975446,50.76849,6.0917
276009026303266,50.80162,6.11109
276009024223852,50.7772,6.08425
276009025522361,50.7699,6.11888
276009026293416,50.78928,6.09518
276009026304187,50.78929,6.09521
276009026304423,50.77053,6.08511
276009026305916,50.78928,6.09518
276009025521536,50.80162,6.11109
276009024226602,50.78282,6.10075
276009024219008,50.78877,6.094
276009026302931,50.78938,6.11229
276009026305689,50.7724,6.0868
276009024812582,50.77265,6.08983
276009025520649,50.77993,6.11304
276009024221993,50.76291,6.079
276009024225997,50.77539,6.08236
276009026307335,50.77266,6.08989
276009024221719,50.77852,6.08627
276009025522463,50.77531,6.08215
276009026293462,50.76861,6.09722
276009026290078,50.77932,6.11716
276009026304188,50.78928,6.09518
276009026302668,50.77593,6.11177
276009026305674,50.78928,6.09518
276009025519692,50.77966,6.10321
276009025521706,50.77236,6.0867
276009025522160,50.77017,6.07194
276009024814692,50.77307,6.0869
276009024812242,50.79009,6.096
276009026295468,50.77167,6.0851
276009025521594,50.75984,6.08554
276009025518661,50.77746,6.12492
276009026307351,50.75902,6.08483
276009024227000,50.76867,6.07874
276009024217200,50.78118,6.09076
276009024225248,50.77963,6.08215
276009026287779,50.76884,6.09744
276009026307313,50.78299,6.10111
276009025521095,50.78825,6.09406
276009025521521,50.7701,6.07177
276009026302201,50.75925,6.08458
276009024217713,50.76766,6.08777
276009023564355,50.79927,6.10528
276009025377261,50.78928,6.09518
276009024214496,50.7795,6.08863
276009024225300,50.77934,6.10712
276009026303040,50.7772,6.08425
276009025519697,50.78143,6.09058
276009024216689,50.76878,6.10679
276009026304887,50.79672,6.10168
276009023643732,50.78113,6.12782
276009025520778,50.7757,6.11213
276009024217775,50.76878,6.07803
276009026292526,50.76781,6.07829
276009024816134,50.78379,6.13381
276009026293708,50.79475,6.09325
276009025519519,50.76736,6.08223
276009025521430,50.77722,6.08429
276009024221167,50.79586,6.12425
276009026303796,50.78928,6.09518
276009026303049,50.77017,6.07194
276009024227185,50.79458,6.1104
276009026307325,50.76291,6.079
276009024215740,50.76574,6.14768
276009025520998,50.79712,6.1554
276009025357749,50.7569,6.14925
276009026307309,50.79712,6.1554
276009025357030,50.78129,6.16168
276009025518485,50.76768,6.14508
276009026289265,50.78135,6.14956
276009025519644,50.78452,6.15762
276009026304230,50.75673,6.15035
276009025519495,50.76772,6.14501
276009026304588,50.78129,6.16168
276009026294939,50.77485,6.16152
276009026294290,50.7327,6.21471
276009024219547,50.75144,6.1577
276009024816076,50.75144,6.1577
276009026289692,50.73237,6.21341
276009025518470,50.73253,6.21365
276009026304583,50.74246,6.15663
276009026292069,50.74741,6.16424
276009026303118,50.75144,6.1577
276009026302769,50.72883,6.18461
276009026288183,50.7327,6.21471
276009025520282,50.74249,6.15665
276009024222253,50.74246,6.15663
276009025517801,50.75311,6.15673
276009026294368,50.64771,6.19466
276009026307276,50.64788,6.19521
276009025357041,50.67695,6.20427
276009026291739,50.64566,6.19468
276009026291874,50.67695,6.20427
276009024812063,50.64566,6.19467
276009024812120,50.67695,6.20427
276009025518350,50.56064,6.21642
276009024814442,50.64593,6.18584
276009024814419,50.64771,6.19466
276009026292268,50.64593,6.18584
276009026304781,50.64153,6.19199
276009026287421,50.64763,6.19505
276009026290333,50.64602,6.18609
276009024226590,50.64763,6.19505
276009026293127,50.5599,6.23779
276009024214320,50.58296,6.37938
276009024220145,50.49002,6.44275
276009024216322,50.60734,6.30945
276009026291565,50.55914,6.23818
276009026290539,50.60709,6.32821
276009026305438,50.53084,6.27813
276009026287452,50.60709,6.32821
276009026288989,50.55989,6.23779
276009024216911,50.53318,6.48746
276009024224071,50.60978,6.30596
276009026307051,50.54692,6.49337
276009025378564,50.53394,6.25334
276009026290025,50.54508,6.49436
276009024217419,50.63425,6.47447
276009026292121,50.57946,6.30537
276009024215867,50.57874,6.26257
276009026295072,50.5555,6.45125
276009026295932,50.57861,6.26222
276009024815445,50.64371,6.21865
276009024227131,50.60723,6.38297
276009024223738,50.6883,6.48347
276009026289956,50.667,6.35301
276009024221714,50.63999,6.44189
276009026290169,50.63069,6.27821
276009026296044,50.64371,6.21865
276009026289242,50.60662,6.33106
276009024216683,50.6328,6.4448
276009024226400,50.57647,6.49955
276009026289393,50.60672,6.30372
276009024226929,50.62495,6.33466
276009024214761,50.57909,6.3056
276009026293696,50.65772,6.41255
276009024215331,50.52892,6.47709
276009026289808,50.57946,6.30537
276009026305279,50.51106,6.27228
276009007354830,50.57459,6.49737
276009025357727,50.55464,6.2448
276009026295400,50.60671,6.3038
276009025521387,50.55829,6.23981
276009025517176,50.51106,6.27228
276009026302559,50.52347,6.28272
276009026293639,50.667,6.35301
276009024222645,50.66693,6.35493
276009024216835,50.55333,6.23685
276009026288346,50.62499,6.33467
276009026288288,50.53084,6.27813
276008000037464,50.5599,6.23818
276009026306141,50.58215,6.44766
276009024222118,50.62571,6.38893
276009025518728,50.52346,6.2828
276009026290866,50.62579,6.38866
276009025522496,50.64371,6.21865
276009026293396,50.6883,6.48347
276009026295559,50.60713,6.32821
276009024214200,50.60702,6.32832
276009026302895,50.63425,6.47447
276009024214442,50.58196,6.37921
276009025517835,50.58204,6.37968
276009026290594,50.57932,6.3057
276009025378131,50.7741,6.22418
276009024225736,50.75653,6.27763
276009024225772,50.76375,6.23091
276009024217585,50.7684,6.23025
276009026290326,50.79448,6.21843
276009025521336,50.76999,6.23179
276009025518901,50.81478,6.26466
276009026290249,50.75665,6.27748
276009026288158,50.7655,6.23129
276009026289880,50.75665,6.27748
276009024215218,50.7653,6.23268
276009026290609,50.76571,6.23172
276009026292791,50.76571,6.23172
276009026296074,50.81481,6.36187
276008000037268,50.81481,6.36187
276009025374737,50.77301,6.23124
276009026302426,50.75653,6.27763
276009025517769,50.76671,6.21939
276009026291546,50.89544,6.28333
276009024812523,50.83668,6.29578
276009025356428,50.83708,6.24434
276008000037270,50.81806,6.27083
276009024215430,50.84607,6.35815
276009026292028,50.89527,6.28785
276009026304915,50.8369,6.29562
276009026292942,50.9298,6.3373
276009026289661,50.81963,6.2636
276009026290625,50.8152,6.26353
276009026295441,50.8936,6.28358
276009026292288,50.84607,6.35815
276009026303679,50.8335,6.31378
276009026306362,50.83716,6.29525
276008000037201,50.8936,6.28358
276009025356132,50.89527,6.28785
276009026294995,50.81712,6.35525
276009026290069,50.81958,6.26376
276009026294270,50.81958,6.26376
276009026287457,50.81494,6.36188
276009025517195,50.89559,6.28335
276009010494353,50.93138,6.34024
276009025521541,50.9241,6.35657
276009026306483,50.9213,6.3628
276009024226402,50.81712,6.35525
276009024219022,50.81749,6.26749
276009026294242,50.83589,6.31711
276009026291540,50.8152,6.26353
276009026294658,50.82164,6.2693
276009025375025,50.82215,6.2768
276009026296273,50.89361,6.28349
276009024814385,50.92251,6.36108
276009025520259,50.81865,6.26431
276009026306653,50.85075,6.36668
276009024217078,50.88473,6.46355
276009026294111,50.86597,6.4713
276009024813134,50.88497,6.46176
276009025516935,50.81718,6.37524
276009026294731,50.89906,6.40703
276009026292885,50.87119,6.46931
276009026295115,50.87119,6.46931
276009026293736,50.87568,6.47171
276009026291906,50.84688,6.45052
276009025375173,50.87428,6.41764
276009023968543,50.87568,6.47171
276009024223320,50.85177,6.4538
276009026296100,50.85177,6.4538
276009026290731,50.82295,6.46638
276009026295448,50.85075,6.36668
276009026292994,50.87244,6.47133
276009024225364,50.9099,6.38111
276009024812537,50.86597,6.4713
276009026292003,50.84517,6.45224
276009025519872,50.81557,6.37455
276009025517115,50.84626,6.36402
276009026293526,50.88472,6.46361
276009026303718,50.90632,6.40246
276009026296051,50.87243,6.47133
276009026293431,50.9063,6.40523
276009024217563,50.82295,6.46638
276009024812181,50.80596,6.48808
276009026295016,50.80499,6.48859
276009026294142,50.81358,6.47323
276009024224981,50.80942,6.49814
276009026306207,50.80676,6.46884
276009025357822,50.79737,6.45848
276009025516584,50.8024,6.47979
276009026294655,50.79531,6.50107
276009026289928,50.72146,6.39626
276009024222033,50.80061,6.48108
276009025521085,50.75148,6.48859
276009026303753,50.7896,6.46717
276009026295845,50.805,6.48859
276009023640345,50.75193,6.41103
276009025517754,50.80935,6.50645
276009026296222,50.75489,6.48892
276009026290042,50.80499,6.48859
276009024219502,50.80507,6.48189
276009025521036,50.79311,6.46422
276009026306749,50.78167,6.50833
276009026294698,50.8024,6.47979
276009024217440,50.81111,6.48806
276009026304225,50.78142,6.50829
276009023557664,50.78116,6.50849
276009024220497,50.8055,6.488
276009026292781,50.72146,6.39626
276009026302517,50.79755,6.47675
276009026295061,50.81111,6.48806
276009024223958,50.8022,6.48244
276009023967852,50.80917,6.64222
276009026292399,50.80915,6.6424
276009024215510,50.88242,6.69406
276009026296075,50.82559,6.52785
276009025518662,50.76278,6.51882
276009026307256,50.79991,6.75904
276009026291651,50.8717,6.69381
276009026288011,50.87302,6.69126
276009026292509,50.91094,6.74951
276009024815156,50.80012,6.75946
276009026292783,50.92852,6.7763
276009026287052,50.87205,6.69064
276009026291996,50.743,6.6036
276009024813152,50.81142,6.58303
276009026302302,50.92834,6.77801
276009025521397,50.82559,6.52785
276009024225398,50.79896,6.7831
276009025522471,50.91319,6.74877
276009024225618,50.8717,6.69381
276009026303198,50.86972,6.7575
276009025522149,50.87965,6.69325
276009024216028,50.70019,6.66254
276009025357178,50.86855,6.66857
276009026302174,50.92834,6.77801
276009023972318,50.79638,6.78005
276009024216148,50.915,6.59111
276009026295450,50.77943,6.51109
276009026291465,50.83143,6.53295
276009026294006,50.80707,6.64486
276009024223663,50.90378,6.67927
276009023665127,50.8985,6.68296
276009026291714,50.83326,6.53677
276009024813523,50.84512,6.78407
276009026293183,50.91335,6.7145
276009026292996,50.92929,6.775
276009025517762,50.86807,6.74074
276009026294210,50.915,6.59111
276009026302169,50.9293,6.775
276009026295755,50.76472,6.52472
276009026303184,50.87735,6.69338
276009024813695,50.818,6.69838
276009026288140,50.91164,6.71138
276009026307204,50.80707,6.64486
276009025356266,50.743,6.60359
276009026293534,50.818,6.69838
276009025356767,50.83326,6.53677
276009025357201,50.91094,6.74951
276009026294415,50.87205,6.69064
276009025518376,50.70409,6.66726
276009024224547,50.86978,6.75798
276009026293853,50.81142,6.58303
276009025357587,50.83155,6.53259
276009024226396,50.73566,6.59425
276009026289721,50.91335,6.7145
276009025520318,50.73492,6.59344
276009026293165,50.90378,6.67927
276009026287392,50.58896,6.66572
276009025522312,50.6609,6.78278
276009025522059,50.54628,6.5748
276009024811993,50.59115,6.66478
276009024226752,50.68927,6.65111
276009024220167,50.59163,6.64348
276009026287968,50.65018,6.79247
276009025521545,50.59106,6.6525
276009024216588,50.54632,6.57484
276009010457800,50.66292,6.78534
276009025520247,50.6582,6.78916
276009024221183,50.66083,6.78219
276009025377132,50.65276,6.79919
276009026293140,50.59109,6.65032
276009026304312,50.66545,6.79475
276009024218140,50.61867,6.65027
276009024217652,50.63167,6.68232
276009024216680,50.54823,6.76235
276009025522166,50.59183,6.65019
276009025519794,50.64707,6.7927
276009024217174,50.61903,6.65138
276009026294799,50.54578,6.56377
276009024226146,50.59183,6.65019
276009024815169,50.66545,6.79475
276009025518782,50.65246,6.79011
276009024216758,50.49007,6.62926
276009024223544,50.59109,6.65032
276009025519650,50.53716,6.55535
276009024221955,50.55734,6.76584
276009025519586,50.65639,6.79341
276009025522649,50.66677,6.79768
276009024814276,50.53776,6.55531
276009026306536,50.49007,6.62926
276009025519352,50.65328,6.79938
276009026289507,50.62281,6.71491
276009025357888,50.57198,6.67009
276009023642232,50.57183,6.67002
276009026292047,50.54578,6.56377
276009026287785,50.58767,6.64982
276009023656369,50.5498,6.57139
276009026306004,50.65287,6.79304
276009026291228,50.6323,6.68237
276009024221750,50.69381,6.65215
276009024226048,50.66926,6.78409
276009024814001,51.05813,6.23073
276009024221273,51.05307,6.22344
276009026296064,50.98212,6.27146
276009024220733,51.03444,6.2794
276009024225394,51.09325,6.40762
276009026306034,51.15347,6.45127
276009026302188,51.05258,6.21835
276009026289411,51.10333,6.49869
276009024226629,51.08022,6.31761
276009024220424,51.12744,6.41204
276009024813525,51.15896,6.48144
276009025376452,51.0522,6.21849
276009026305421,51.05239,6.21738
276009024226598,51.07888,6.31387
276009024813375,51.11104,6.33073
276009024225563,51.07661,6.32062
276009025519602,51.15801,6.44812
276009026302494,51.12569,6.41056
276009026293295,51.15458,6.45058
276009026290789,51.05275,6.2214
276009024814247,51.1095,6.46507
276009024217576,51.10351,6.46479
276009025516626,51.08179,6.31673
276009025520523,51.15073,6.363
276009026290146,51.00304,6.42481
276009024816610,51.15745,6.44807
276009024222146,51.0801,6.31468
276009025517197,51.14466,6.28131
276009024220618,51.13696,6.45647
276009026288734,51.13917,6.27694
276009026294871,51.07005,6.30219
276009024223414,51.10108,6.45789
276009024227269,51.13409,6.45296
276009024222789,51.14048,6.27616
276009007148414,51.06174,6.31389
276009025519875,51.08051,6.31259
276009026305905,51.08186,6.31275
276009024813290,51.16532,6.46065
276009024219522,51.14218,6.27594
276009025520531,51.10208,6.27468
276009024813600,50.93554,6.37327
276009025377081,50.98212,6.27146
276009024214839,51.16672,6.44915
276009024226743,51.05491,6.22628
276009025517909,51.10133,6.50138
276009025519012,50.98308,6.27491
276009024218538,51.00307,6.42536
276009025522089,51.07744,6.30897
276009024223450,51.12903,6.41212
276009024215222,51.15105,6.42172
276009024814239,51.05509,6.22452
276009024219508,51.13426,6.28194
276009024813698,51.07767,6.31077
276009024812333,51.10127,6.50132
276009024225885,51.09754,6.21847
276009024225102,51.13164,6.30627
276009026289288,51.05307,6.22344
276009024214796,51.00215,6.34595
276009024816187,51.15066,6.36224
276009025519463,51.14677,6.38274
276009024815344,51.16539,6.4388
276009026287901,51.14786,6.28955
276009024223507,51.07664,6.30589
276009024218083,51.15541,6.49022
276009026290059,51.22022,6.27903
276009026290167,51.21096,6.26812
276009026305389,51.23475,6.24863
276009024214769,51.24835,6.33132
276009024227043,51.25374,6.33149
276009024223404,51.27703,6.25336
276009025516855,51.23358,6.31897
276009026294861,51.23359,6.32159
276009025516804,51.21547,6.27322
276009024816168,51.20547,6.34334
276009026289579,51.25314,6.33557
276009026292392,51.21497,6.28175
276009026302947,51.23296,6.31821
276009026293921,51.25457,6.34588
276009024814762,51.21434,6.27387
276009025356987,51.23599,6.24794
276009025518911,51.20618,6.34439
276009024814584,51.19983,6.21836
276009024216251,51.2578,6.33607
276009024814200,51.27099,6.27452
276009024215830,51.21429,6.2212
276009025522579,51.20165,6.2175
