lat,lon,ratedPowerKW
51.33755,9.47437,22
51.28289,9.46818,
51.28289,9.46818,11
51.27955,9.52826,50
51.27955,9.52826,22
51.27172,9.5262,50
51.27172,9.5262,22
51.27172,9.5262,90
51.27172,9.5262,22
51.27172,9.5262,50
51.30468,9.52895,43
51.30468,9.52895,50
51.30468,9.52895,50
51.20261,9.4687,43
51.20261,9.4687,50
51.20261,9.4687,50
51.40797,9.64689,22
51.29001,9.47821,22
51.31468,9.53898,22
51.30417,9.52916,43
51.30417,9.52916,50
51.30417,9.52916,50
51.31384,9.44367,22
51.30491,9.52877,90
51.31415,9.44086,11
51.31415,9.44086,3.7
51.30776,9.54863,11
51.38272,9.58743,22
51.35081,9.52152,25
51.35081,9.52152,11
51.28305,9.46845,11
51.28305,9.46845,3.7
51.31381,9.44364,22
51.29213,9.56351,
51.29213,9.56351,22
51.31111,9.53309,22
51.36311,9.46846,22
51.36311,9.46846,11
51.3442,9.4535,22
51.3442,9.4535,11
51.29901,9.53743,90
51.29901,9.53743,50
51.18086,9.51057,22
51.31099,9.48568,11
51.32434,9.66034,22
51.33157,9.47837,22
51.3154,9.5007,11
51.3154,9.5007,3.7
51.30301,9.4278,22
51.22889,9.42967,50
51.22889,9.42967,43
51.22889,9.42967,50
51.371,9.63331,150
51.371,9.63331,150
51.39722,9.65726,22
51.31648,9.45827,
51.31648,9.45827,11
51.29292,9.47006,22
51.31259,9.47761,50
51.31259,9.47761,22
51.37038,9.63358,90
51.30721,9.51776,22
51.29213,9.56351,22
51.26121,9.43583,22
51.25816,9.45446,22
51.25816,9.45446,11
51.25802,9.44904,50
51.25802,9.44904,22
51.25802,9.44904,50
51.22769,9.42735,43
51.22769,9.42735,50
51.22769,9.42735,50
51.26325,9.43004,11
51.30432,9.52848,90
51.30432,9.52848,50
51.31446,9.51056,25
51.23034,9.4932,22
51.31098,9.53268,22
51.31098,9.53268,22
51.34955,9.47672,22
51.32845,9.46393,22
51.30379,9.43084,22
51.26282,9.4312,22
51.31174,9.49456,11
51.31174,9.49456,3.7
51.3106,9.48828,22
51.28327,9.61971,22
51.31621,9.45968,11
51.31621,9.45968,3.7
51.31397,9.44053,
51.31397,9.44053,11
51.31545,9.50124,
51.31545,9.50124,11
51.31886,9.49296,11
51.32206,9.50222,11
51.32206,9.50222,3.7
51.31242,9.49474,11
51.31242,9.49474,3.7
51.25824,9.4491,50
51.25824,9.4491,22
51.25824,9.4491,50
51.28591,9.62977,
51.28591,9.62977,22
51.24426,9.43917,22
51.28474,9.59837,22
51.28474,9.59837,3.7
51.40288,9.71537,22
51.31211,9.47685,
51.31211,9.47685,11
51.31327,9.49484,50
51.31327,9.49484,50
51.31264,9.51343,50
51.31264,9.51343,90
51.31264,9.51343,50
51.31103,9.4464,
51.31103,9.4464,11
51.25157,9.42895,22
51.3134,9.49509,50
51.3134,9.49509,43
51.3134,9.49509,50
51.31196,9.53884,22
51.3146,9.51693,25
51.25834,9.45416,22
51.25834,9.45416,11
51.35081,9.52152,50
51.35081,9.52152,22
51.30272,9.52968,22
51.31279,9.48645,11
51.31279,9.48645,3.7
51.31228,9.49488,
51.31228,9.49488,11
51.31227,9.44534,11
51.31227,9.44534,3.7
51.36233,9.46535,22
51.31119,9.44559,11
51.29861,9.53366,90
51.29861,9.53366,50
51.29701,9.5421,43
51.29701,9.5421,50
51.29701,9.5421,22
51.29701,9.5421,50
51.32206,9.50226,
51.32206,9.50226,11
51.39132,9.65703,11
51.31059,9.48832,22
51.26927,9.52539,22
51.00662,9.47337,22
51.12986,9.54527,22
51.12986,9.54527,11
51.08686,9.48552,43
51.08686,9.48552,50
51.08686,9.48552,50
51.13222,9.53886,22
51.13222,9.53886,11
51.13304,9.54171,11
51.13307,9.54475,11
51.13307,9.54475,3.7
50.99254,9.4503,11
51.12541,9.54591,22
51.12541,9.54591,11
51.03608,9.48958,50
51.03608,9.48958,22
51.03608,9.48958,50
51.00642,9.47086,90
51.00642,9.47086,22
51.00642,9.47086,90
51.14217,9.55366,22
51.14217,9.55366,11
50.99247,9.45065,22
51.08719,9.48516,150
51.08719,9.48516,150
50.98809,9.43352,22
51.11544,9.66226,22
51.12105,9.55002,22
50.64061,9.39917,22
50.54422,9.14216,22
50.54422,9.14216,22
50.48411,9.27528,22
50.48411,9.27528,3.7
50.63655,9.39419,22
50.63845,9.40362,22
50.63845,9.40362,
50.63845,9.40362,90
50.62597,9.3903,22
50.56877,9.3455,22
50.56877,9.3455,3.7
50.51054,9.22614,22
50.51054,9.22614,3.7
50.57479,9.1952,22
50.57479,9.1952,3.7
50.60708,9.30209,22
50.60708,9.30209,3.7
50.60686,9.3021,
50.60686,9.3021,22
50.57511,9.19396,
50.57511,9.19396,22
50.51886,9.31722,22
50.51886,9.31722,3.7
50.64173,9.39267,50
50.64173,9.39267,
50.64173,9.39267,50
50.57441,9.1953,
50.57441,9.1953,22
50.77363,9.20262,22
50.77363,9.20262,3.7
50.91079,9.23473,11
50.75147,9.27617,22
50.91103,9.18424,50
50.91103,9.18424,22
50.91103,9.18424,50
50.75034,9.26901,22
50.75034,9.26901,3.7
50.9118,9.23985,22
50.87091,9.34353,22
50.91533,9.24069,22
50.74394,9.27256,22
50.91241,9.41848,22
50.91845,9.20242,50
50.91845,9.20242,
50.91845,9.20242,50
50.75037,9.26918,
50.75037,9.26918,22
50.87091,9.34353,22
50.77363,9.20262,
50.77363,9.20262,22
50.91191,9.18311,11
50.7006,9.31432,22
50.7006,9.31432,3.7
50.86924,9.34379,22
50.71331,9.21695,22
50.71331,9.21695,3.7
50.75266,9.27168,22
50.75266,9.27168,3.7
50.73417,9.24163,120
50.73417,9.24163,120
50.91135,9.24303,25
50.91135,9.24303,22
50.91135,9.24303,50
50.75977,9.35787,90
50.75977,9.35787,22
50.75977,9.35787,90
50.87079,9.34334,22
50.90514,9.23307,50
50.90514,9.23307,22
50.71411,9.66097,50
50.71411,9.66097,22
50.71411,9.66097,50
50.91378,9.44992,22
50.86838,9.70613,22
50.71289,9.66262,50
50.71289,9.66262,43
50.71289,9.66262,50
50.85736,9.47193,22
50.86475,9.71624,11
50.7121,9.66131,50
50.7121,9.66131,22
50.7121,9.66131,50
50.74196,9.47475,22
50.74196,9.47475,3.7
50.86823,9.70495,22
50.80002,9.60454,11
50.85739,9.47193,22
50.83469,9.57424,50
50.83469,9.57424,
50.86475,9.71624,22
50.83384,9.57077,90
50.83232,9.57329,90
50.71319,9.65982,50
50.71319,9.65982,43
50.71319,9.65982,50
50.86414,9.71732,22
50.83376,9.57116,120
50.90372,9.59911,
50.90372,9.59911,22
50.86845,9.7152,22
50.86834,9.71115,22
50.56752,9.68721,22
50.49364,9.69769,22
50.55322,9.67206,
50.55322,9.67206,22
50.55534,9.66609,22
50.5519,9.67871,22
50.49364,9.69765,
50.49364,9.69765,22
50.56427,9.6861,22
50.56406,9.68561,22
50.5813,9.70633,22
50.5813,9.70633,90
50.5813,9.70633,50
50.54002,9.71244,22
50.53535,9.68194,
50.53535,9.68194,22
50.59878,9.70458,22
50.54931,9.68206,
50.54931,9.68206,22
50.67388,9.55987,11
50.58181,9.54289,22
50.58181,9.54289,22
50.57018,9.69608,50
50.57018,9.69608,22
50.57018,9.69608,50
50.56587,9.67592,11
50.56022,9.68673,22
50.61597,9.50758,22
50.55339,9.67873,
50.55339,9.67873,22
50.54246,9.70927,22
50.56398,9.63024,11
50.55346,9.67241,
50.55346,9.67241,22
50.54587,9.67635,22
50.55214,9.67883,
50.55214,9.67883,22
50.56393,9.63079,22
50.566,9.6759,22
50.5676,9.68839,11
50.54931,9.68206,22
50.55555,9.67331,22
50.55116,9.71534,22
50.56668,9.6765,22
50.53956,9.69808,22
50.53425,9.68242,90
50.55534,9.66609,
50.55534,9.66609,22
50.55322,9.67206,22
50.55402,9.71227,43
50.55402,9.71227,50
50.55402,9.71227,50
50.53121,9.6766,22
50.54562,9.6746,22
50.58039,9.71848,11
50.56985,9.69574,50
50.56985,9.69574,22
50.56985,9.69574,50
50.53967,9.71264,22
50.55251,9.71696,22
50.48835,9.70847,90
50.59867,9.70474,11
50.49417,9.69558,22
50.55802,9.5918,
50.55802,9.5918,22
50.54248,9.70919,
50.54248,9.70919,22
50.55171,9.71651,50
50.55171,9.71651,
50.53214,9.67732,22
50.56019,9.68679,
50.56019,9.68679,22
50.67679,9.56333,22
50.67679,9.56333,3.7
50.55201,9.67682,22
50.62625,9.45183,22
50.62625,9.45183,3.7
50.53986,9.69814,
50.53986,9.69814,22
50.58679,9.53966,50
50.58679,9.53966,22
50.55394,9.71187,50
50.55394,9.71187,22
50.55394,9.71187,50
50.55327,9.6789,22
50.5518,9.67995,22
50.5461,9.67678,11
50.48849,9.70828,43
50.48849,9.70828,50
50.48849,9.70828,90
50.48849,9.70828,50
50.55302,9.67489,22
50.53533,9.68215,22
50.62194,9.50488,22
49.55852,8.64968,22
49.5469,8.67023,22
49.52745,8.56699,43
49.52745,8.56699,120
49.53876,8.57833,22
49.59422,8.64598,50
49.59422,8.64598,50
49.59422,8.64598,22
49.59468,8.58359,22
49.52007,8.66296,22
49.53901,8.57779,22
49.53576,8.57658,22
49.5507,8.67055,22
49.55588,8.68943,11
49.5077,8.62856,22
49.519,8.5568,22
49.58867,8.65366,22
49.53283,8.6436,22
49.53576,8.57658,
49.53576,8.57658,22
49.53901,8.57779,22
49.52624,8.59781,11
49.52624,8.59781,22
49.54713,8.67221,22
49.5599,8.65431,22
49.61257,8.65264,22
49.51275,8.65505,22
49.54971,8.64605,22
49.55425,8.66634,22
49.55308,8.66245,22
49.50738,8.63748,150
49.50738,8.63748,150
49.53703,8.59058,22
49.54997,8.65702,22
49.6712,8.58608,22
49.64308,8.64169,7.4
49.67253,8.59745,90
49.68117,8.61747,22
49.64307,8.55198,50
49.64307,8.55198,
49.64307,8.55198,90
49.64307,8.55198,50
49.7352,8.57358,22
49.68749,8.60581,22
49.69736,8.61672,22
49.70189,8.6132,11
49.68845,8.6195,11
49.68845,8.61951,
49.68845,8.61951,11
49.63968,8.63518,22
49.65373,8.55505,
49.68325,8.61306,22
49.73865,8.60616,11
49.67901,8.62342,22
49.69481,8.65551,22
49.6873,8.60604,7.4
49.72057,8.69397,22
49.67612,8.62583,22
49.64033,8.63944,11
49.64136,8.64494,11
49.6353,8.62168,22
49.64325,8.55183,120
49.64325,8.55183,120
49.68942,8.60322,50
49.68942,8.60322,43
49.68942,8.60322,50
49.65296,8.57242,7.4
49.63139,8.63141,22
49.68012,8.62004,22
49.701,8.61378,22
49.63815,8.63623,22
49.69007,8.59309,22
49.67325,8.58503,22
49.70559,8.61414,22
49.65297,8.55476,50
49.65297,8.55476,22
49.65297,8.55476,50
49.68337,8.66137,22
49.64238,8.64244,22
49.67645,8.59274,22
49.63651,8.61861,50
49.63651,8.61861,
49.67335,8.62631,11
49.64653,8.5593,22
49.68447,8.61546,22
49.72448,8.60942,22
49.74121,8.62225,22
49.67129,8.61704,22
49.68347,8.61303,7.4
49.7036,8.62784,22
49.68859,8.62004,22
49.72202,8.61093,22
49.6809,8.62407,11
49.67289,8.59714,90
49.67289,8.59714,90
49.67751,8.59841,22
49.64313,8.62435,43
49.64313,8.62435,50
49.64313,8.62435,90
49.64313,8.62435,50
49.65628,8.56812,22
49.68239,8.61984,22
49.67561,8.61575,22
49.73603,8.57284,22
49.65853,8.56635,22
49.69031,8.60381,90
49.69031,8.60381,22
49.69031,8.60381,90
49.65171,8.56718,22
49.72268,8.60263,22
49.64128,8.63422,22
49.74206,8.61951,22
49.64049,8.63745,11
49.64026,8.64312,7.4
49.70464,8.57231,22
49.64307,8.55198,50
49.64307,8.55198,43
49.64307,8.55198,50
49.6996,8.62154,22
49.64114,8.63911,22
49.72393,8.60213,22
49.65511,8.79983,22
49.65733,8.78506,22
49.73256,8.77437,22
49.63593,8.83246,22
49.7324,8.77459,22
49.64924,8.77762,22
49.64815,8.7788,22
49.627,8.76164,22
49.71127,8.70332,22
49.68376,8.78023,22
49.71529,8.8395,22
49.64994,8.77955,22
49.65881,8.78728,90
49.65881,8.78728,22
49.65881,8.78728,90
49.57157,8.82457,22
49.60213,8.73625,22
49.57157,8.8238,22
49.51107,8.72942,22
49.56873,8.70971,22
49.62454,8.75879,22
49.53282,8.72437,22
49.54422,8.78545,22
49.60364,8.76515,22
49.6246,8.7583,22
49.54875,8.80509,22
49.57241,8.82334,22
49.76024,8.65238,11
49.74519,8.60177,22
49.7932,8.55936,22
49.8065,8.60948,22
49.8065,8.60948,22
49.75796,8.63362,22
49.85878,8.64162,11
49.75499,8.62998,22
49.81111,8.64579,22
49.8137,8.619,50
49.8137,8.619,
49.81171,8.64604,22
49.8548,8.62593,22
49.76584,8.64689,22
49.80225,8.59789,22
49.77606,8.63729,22
49.84467,8.64531,22
49.81222,8.56492,22
49.74693,8.59168,50
49.74693,8.59168,22
49.74693,8.59168,50
49.74703,8.62091,22
49.80654,8.60953,22
49.85844,8.65267,22
49.86075,8.56498,22
49.81247,8.57689,50
49.81247,8.57689,
49.81247,8.57689,90
49.81247,8.57689,50
49.85496,8.64652,22
49.85744,8.67027,22
49.8453,8.64421,22
49.81203,8.57926,50
49.81203,8.57926,90
49.81203,8.57926,
49.81203,8.57926,50
49.75756,8.63981,11
49.81767,8.64498,22
49.85817,8.65296,22
49.75957,8.61405,22
49.85213,8.63414,22
49.75417,8.61208,7.4
49.83837,8.65611,22
49.85766,8.66879,22
49.86124,8.56052,22
49.77425,8.63685,43
49.77425,8.63685,50
49.77425,8.63685,50
49.75412,8.62799,22
49.75981,8.60414,22
49.80153,8.60659,22
49.88993,8.64009,22
49.87385,8.65145,22
49.88059,8.66879,22
49.89802,8.65429,3.7
49.89802,8.65429,11
49.907,8.64911,22
49.907,8.64911,90
49.86796,8.62404,7.4
49.89186,8.65322,22
49.9762,8.55821,22
49.86577,8.64621,22
49.86883,8.63193,22
49.90325,8.68311,22
49.86836,8.67743,22
49.86416,8.6293,22
49.88977,8.63991,43
49.88977,8.63991,90
49.88977,8.63991,22
49.88977,8.63991,90
49.88349,8.64835,22
49.88349,8.64835,90
49.97946,8.56659,22
49.87136,8.63819,50
49.87136,8.63819,22
49.87136,8.63819,50
49.88031,8.66125,22
49.96882,8.65399,22
49.97541,8.56779,22
49.96355,8.6741,22
49.89542,8.65364,22
49.87079,8.55958,50
49.87079,8.55958,22
49.86715,8.62876,22
49.87255,8.64932,22
49.88864,8.65849,25
49.88864,8.65849,22
49.89186,8.65322,3.7
49.87233,8.66112,22
49.98175,8.68462,22
49.86906,8.67708,22
49.87974,8.64394,22
49.9695,8.65395,22
49.96512,8.66435,22
49.90221,8.6086,50
49.90221,8.6086,43
49.90221,8.6086,50
49.91367,8.65495,22
49.87153,8.62743,22
49.97655,8.568,22
49.86745,8.64579,22
49.87145,8.6729,22
49.87531,8.62538,22
49.87808,8.64285,22
49.95814,8.67051,22
49.88624,8.65441,22
49.87186,8.62591,43
49.87186,8.62591,50
49.87186,8.62591,50
49.90151,8.60775,22
49.97201,8.56258,22
49.94694,8.60949,50
49.94694,8.60949,43
49.94694,8.60949,50
49.87364,8.63065,11
49.9605,8.66857,22
49.89437,8.60746,22
49.89542,8.65364,22
49.87023,8.63394,22
49.86459,8.63785,22
49.86959,8.63233,22
49.9501,8.63599,22
49.97093,8.66191,22
49.94689,8.61124,50
49.94689,8.61124,22
49.94689,8.61124,50
49.87387,8.64978,22
49.94611,8.61072,50
49.94611,8.61072,43
49.94611,8.61072,50
49.96829,8.56141,22
49.8867,8.65997,22
49.89427,8.6058,11
49.87003,8.63389,22
49.9293,8.62276,22
49.87061,8.65593,22
49.90611,8.58419,22
49.97819,8.56639,22
49.94657,8.60832,90
49.94657,8.60832,22
49.94657,8.60832,90
49.95835,8.67017,22
49.89543,8.65364,3.7
49.89543,8.65364,25
49.89543,8.65364,22
49.89543,8.65364,25
49.89543,8.65364,11
49.86447,8.6377,22
49.89542,8.65364,25
49.89542,8.65364,22
49.89542,8.65364,25
49.86741,8.62416,22
49.93226,8.64788,22
49.8968,8.61414,250
49.8671,8.6289,7.4
49.86906,8.67708,22
49.97157,8.56196,22
49.88625,8.65183,22
49.93056,8.60017,22
49.87152,8.6491,22
49.90283,8.60834,50
49.90283,8.60834,22
49.89903,8.67595,22
49.89802,8.65429,22
49.898,8.83656,22
49.89014,8.83995,22
49.90308,8.84216,22
49.90298,8.84295,22
49.89898,8.83696,22
49.97291,8.80062,22
49.96565,8.82541,22
49.87304,8.83301,22
49.96541,8.825,22
49.87081,8.7885,22
49.93675,8.74381,22
49.96533,8.8244,22
49.8732,8.83101,22
49.87325,8.83121,22
49.97264,8.80037,22
49.97617,8.82738,22
49.86594,8.80957,11
49.82068,8.83047,50
49.82068,8.83047,22
49.83048,8.74564,22
49.85544,8.75901,22
49.84118,8.83031,11
49.79996,8.8239,22
49.84265,8.79608,22
49.8297,8.70258,22
49.79433,8.73708,22
49.82696,8.83249,22
49.77183,8.80621,22
49.77319,8.81643,22
49.80175,8.82045,22
49.85654,8.75914,22
49.79134,8.8217,50
49.79134,8.8217,22
49.832,8.7516,22
49.86785,8.93732,22
49.909,8.84916,90
49.909,8.84916,50
49.96097,8.95408,22
49.86903,8.84925,22
49.77449,8.88318,22
49.83556,9.04229,22
49.87018,8.91757,22
49.86712,8.8466,22
49.86595,8.92264,22
49.8721,8.91414,22
49.81246,9.00931,22
49.80462,9.00051,50
49.80462,9.00051,22
49.9606,8.95458,22
49.91865,8.89143,22
49.78763,9.07658,22
49.9772,9.06415,22
49.92246,8.85544,22
49.87192,8.91466,22
49.81933,9.01712,22
49.91758,9.07967,22
49.91758,9.07967,11
49.92163,9.00793,11
49.84627,9.02112,22
49.91832,9.07832,22
49.8692,8.93064,22
49.97676,9.0634,22
49.97149,9.13528,22
49.92514,8.87229,22
49.90061,8.85456,50
49.90061,8.85456,22
49.90061,8.85456,90
49.90061,8.85456,22
49.75126,9.00186,11
49.81906,8.91332,22
49.83767,8.90174,22
49.74536,8.85855,22
49.74518,8.85824,22
49.90082,8.85442,50
49.90082,8.85442,7.4
49.90082,8.85442,7.4
49.94806,8.84686,22
49.97148,9.13528,22
49.91943,9.08196,22
49.95956,9.1238,22
49.864,8.92535,22
49.97579,9.12457,11
49.91049,8.86225,43
49.91049,8.86225,50
49.91049,8.86225,50
49.7993,8.99326,22
49.79812,8.99382,22
49.92419,9.00292,22
49.96737,9.07421,50
49.96737,9.07421,22
49.90343,8.85908,11
49.89852,8.84613,22
49.79569,8.99065,22
49.91779,9.07965,22
49.98085,9.11599,22
49.96387,8.95285,22
49.9104,8.8619,50
49.9104,8.8619,22
49.79827,8.99392,22
49.73238,8.95738,22
49.68059,9.00198,22
49.68051,9.00165,22
49.62744,8.8586,22
49.68651,8.99113,22
49.67923,9.00148,22
49.56591,8.97152,22
49.68267,9.00551,50
49.68267,9.00551,7.4
49.68267,9.00551,7.4
49.68267,9.00551,50
49.65537,8.99495,22
49.72554,8.99123,50
49.72554,8.99123,22
49.74405,9.0085,7.4
49.68069,8.99955,50
49.68069,8.99955,22
49.66361,8.99459,22
49.67072,8.9928,22
49.67008,9.00874,22
49.68318,9.00728,22
49.68318,9.00728,90
49.68318,9.00728,22
49.68318,9.00728,50
49.74139,9.00632,22
49.66257,8.9951,22
50.0832,8.65004,50
50.0832,8.65004,22
50.05016,8.56682,22
50.10038,8.68545,22
50.02251,8.6873,22
50.02251,8.6873,11
50.09611,8.59828,22
50.08139,8.63612,22
49.99653,8.66662,22
50.01771,8.69666,22
50.09848,8.63496,11
50.03267,8.59186,22
50.08404,8.61942,43
50.08404,8.61942,50
50.08404,8.61942,50
50.04977,8.69678,22
50.05623,8.59978,22
49.99646,8.56586,22
50.05713,8.69655,11
50.05663,8.59243,22
50.0589,8.58943,22
49.99661,8.66004,22
50.03272,8.69387,22
50.01754,8.6963,22
50.09498,8.65897,11
50.04935,8.55647,22
50.04211,8.69157,25
50.04211,8.69157,25
50.04211,8.69157,
50.08163,8.63371,7.4
50.0021,8.5807,22
49.98682,8.66685,22
50.04958,8.69572,22
50.04211,8.69157,25
50.04211,8.69157,22
50.04211,8.69157,25
50.10061,8.68546,22
50.05085,8.5723,22
50.0843,8.62977,22
49.99929,8.5883,50
49.99929,8.5883,22
49.99424,8.65819,22
50.05593,8.59136,22
50.03272,8.69387,22
50.0056,8.55949,22
50.05533,8.59355,22
50.05085,8.5723,22
49.99456,8.66867,22
50.04211,8.69157,25
50.04211,8.69157,22
50.04211,8.69157,25
50.04919,8.55564,22
50.04919,8.55564,11
50.00217,8.58053,22
50.0225,8.68772,22
50.0225,8.68772,11
50.00501,8.56688,22
50.05482,8.68797,22
50.09749,8.64621,11
50.01229,8.58161,22
50.00613,8.57731,22
50.04977,8.69678,22
50.092,8.65599,11
50.05713,8.69655,22
49.99485,8.65754,22
50.05526,8.58734,50
50.05526,8.58734,43
50.05526,8.58734,120
50.05526,8.58734,90
50.05526,8.58734,50
50.08324,8.69154,6.4
49.99641,8.66643,22
50.0045,8.56629,22
50.17631,8.60868,22
50.14786,8.6136,22
50.11093,8.68835,22
50.11722,8.68003,22
50.11598,8.67437,
50.2106,8.65635,22
50.16753,8.57604,22
50.21894,8.61461,50
50.21894,8.61461,22
50.21894,8.61461,50
50.1148,8.67046,22
50.12354,8.65815,22
50.10906,8.64727,11
50.10551,8.68524,22
50.21955,8.62185,22
50.12225,8.59993,22
50.12109,8.68003,22
50.11185,8.653,22
50.11185,8.653,11
50.17662,8.60859,22
50.13544,8.66069,22
50.10198,8.55377,22
50.19412,8.65744,50
50.19412,8.65744,22
50.19412,8.65744,50
50.16696,8.57638,22
50.13992,8.66266,25
50.13992,8.66266,22
50.13992,8.66266,25
50.2202,8.609,22
50.10974,8.65102,22
50.11747,8.67114,22
50.11226,8.67751,22
50.20127,8.58018,
50.20127,8.58018,22
50.14481,8.55559,22
50.20366,8.59636,22
50.14956,8.61202,22
50.12394,8.61277,50
50.12394,8.61277,22
50.13693,8.69696,11
50.1146,8.64973,11
50.14591,8.61249,22
50.21369,8.62176,22
50.2202,8.609,22
50.15859,8.63518,22
50.10904,8.66503,11
50.18426,8.5817,22
50.13974,8.66225,25
50.13974,8.66225,22
50.13974,8.66225,25
50.11224,8.67769,22
50.10294,8.64473,11
50.11456,8.64953,11
50.13493,8.59906,22
50.13493,8.59906,
50.10614,8.69539,22
50.215,8.61638,22
50.14705,8.60903,50
50.14705,8.60903,50
50.20733,8.60127,11
50.17014,8.58223,22
50.14067,8.66233,25
50.14067,8.66233,22
50.14067,8.66233,25
50.11385,8.62752,3.7
50.10928,8.67618,50
50.10928,8.67618,43
50.10928,8.67618,50
50.18718,8.58805,22
50.11638,8.64447,11
50.1127,8.68051,22
50.10756,8.58753,22
50.10756,8.58753,22
50.1089,8.6758,50
50.1089,8.6758,
50.10491,8.66196,22
50.20315,8.59539,50
50.20315,8.59539,22
50.13666,8.6002,22
50.14979,8.67795,22
50.11265,8.67567,22
50.13127,8.56074,22
50.12799,8.62609,11
50.19378,8.64278,22
50.15859,8.63518,22
50.11036,8.67604,22
50.13776,8.5964,22
50.19434,8.6422,22
50.10912,8.65389,22
50.11133,8.68441,22
50.13127,8.56074,22
50.14876,8.67514,22
50.21455,8.61182,22
50.10996,8.69232,11
50.11491,8.66913,22
50.13435,8.5708,22
50.13666,8.6002,22
50.20063,8.57997,22
50.10866,8.63023,22
50.16696,8.57638,22
50.1175,8.66654,22
50.10702,8.66428,50
50.10702,8.66428,22
50.10702,8.66428,50
50.10559,8.6632,7.4
50.10568,8.66787,22
50.1173,8.62721,22
50.12354,8.65815,22
50.20407,8.57958,22
50.14027,8.57196,22
50.13364,8.56104,250
50.1157,8.6799,11
50.11525,8.67561,22
50.10903,8.64783,22
50.11734,8.67884,22
50.1705,8.58243,22
50.12464,8.84125,50
50.12464,8.84125,22
50.12464,8.84125,50
50.21357,8.79139,22
50.20216,8.84034,22
50.14157,8.80818,50
50.14157,8.80818,22
50.14192,8.83641,22
50.14192,8.83641,11
50.1738,8.71142,11
50.15909,8.84165,22
50.21577,8.83716,11
50.10351,8.75406,11
50.14788,8.81365,22
50.14788,8.81365,11
50.15141,8.80322,22
50.10243,8.77828,43
50.10243,8.77828,50
50.10243,8.77828,50
50.20268,8.83973,22
50.11092,8.74368,11
50.19339,8.72865,22
50.18711,8.73357,22
50.11568,8.69768,22
50.19836,8.82953,22
50.11564,8.72354,22
50.11094,8.7097,22
50.18167,8.7378,22
50.11698,8.84076,22
50.19098,8.74282,50
50.19098,8.74282,22
50.15684,8.74637,22
50.12466,8.84127,50
50.12466,8.84127,43
50.12466,8.84127,50
50.18724,8.733,22
50.18163,8.739,22
50.11568,8.69768,22
50.16772,8.72928,22
50.12394,8.70316,22
50.13145,8.70633,22
50.13643,8.82957,22
50.10844,8.78756,25
50.10844,8.78756,22
50.10844,8.78756,25
50.21795,8.83405,22
50.21795,8.83405,22
50.12052,8.75893,22
50.20002,8.7084,22
50.12124,8.83075,22
50.14383,8.83606,22
50.21357,8.79139,22
50.19779,8.82798,22
50.11702,8.72715,50
50.11702,8.72715,90
50.11702,8.72715,50
50.12383,8.83339,22
50.1165,8.83896,22
50.14124,8.75354,
50.14383,8.83606,22
50.15363,8.83553,22
50.1923,8.72491,22
50.19779,8.82798,22
50.14823,8.81343,22
50.20268,8.83973,22
50.10865,8.73391,22
50.15066,8.83045,22
50.13231,8.83782,22
50.18853,8.73275,25
50.18853,8.73275,
50.14368,8.83,22
50.11467,8.78178,22
50.15097,8.83033,22
50.15097,8.83033,11
50.08862,8.77353,25
50.08862,8.77353,22
50.08862,8.77353,25
50.05604,8.78894,22
50.06081,8.80258,22
50.06362,8.80091,22
50.02634,8.78187,22
50.06081,8.80258,22
50.04811,8.71501,22
50.03352,8.70197,50
50.03352,8.70197,22
50.00935,8.7771,22
50.00513,8.7026,22
50.08498,8.83126,22
50.01836,8.78725,22
50.01938,8.78189,11
50.02564,8.79072,22
50.04963,8.69833,11
50.09257,8.74462,22
50.01091,8.77987,22
50.01585,8.79349,22
50.0095,8.77771,22
50.01789,8.78871,22
50.0177,8.72778,22
50.05987,8.81071,22
50.01836,8.78725,22
50.08887,8.77321,25
50.08887,8.77321,22
50.08887,8.77321,25
50.01938,8.78189,22
50.02563,8.79072,22
50.01789,8.78871,22
50.08483,8.83943,43
50.08483,8.83943,120
50.08483,8.83943,22
50.08483,8.83943,120
50.0593,8.78369,22
50.01609,8.79338,22
49.99853,8.70903,22
50.04752,8.79363,22
50.05609,8.74832,11
50.08923,8.76364,50
50.01891,8.78289,22
50.05972,8.78385,22
50.05553,8.78462,22
50.05826,8.79128,22
50.01816,8.78071,22
50.05998,8.80181,22
50.09306,8.74499,22
50.0175,8.78464,22
50.05987,8.81071,22
50.08964,8.77094,25
50.08964,8.77094,22
50.049,8.71,22
50.049,8.71,22
50.00886,8.77702,22
50.00224,8.71565,22
50.00639,8.77278,22
50.09257,8.74462,22
50.06165,8.80655,22
49.98507,8.80376,11
50.05339,8.79762,22
50.08887,8.77321,25
50.08887,8.77321,22
50.08887,8.77321,25
50.06356,8.80124,22
50.37559,8.69335,22
50.37559,8.69335,3.7
50.35754,8.69412,50
50.35754,8.69412,43
50.35754,8.69412,50
50.39791,8.81327,
50.39791,8.81327,22
50.25194,8.64545,22
50.36538,8.73537,22
50.23885,8.77756,22
50.2549,8.63921,22
50.22395,8.62248,22
50.36539,8.73475,22
50.27527,8.65118,22
50.22508,8.61925,22
50.36916,8.73733,22
50.22719,8.61741,22
50.24288,8.74879,22
50.25967,8.67304,22
50.25967,8.67304,3.7
50.23363,8.7688,22
50.36253,8.75658,22
50.35651,8.69238,50
50.35651,8.69238,22
50.35651,8.69238,50
50.22661,8.5704,50
50.22661,8.5704,22
