lat,lon,ratedPowerKW
50.80162,6.11109,22
50.7772,6.08425,11
50.7772,6.08425,
50.7699,6.11888,22
50.78928,6.09518,11
50.78929,6.09521,22
50.78929,6.09521,11
50.78929,6.09521,3.7
50.77053,6.08511,22
50.77053,6.08511,3.7
50.78928,6.09518,11
50.80162,6.11109,22
50.78282,6.10075,43
50.78282,6.10075,22
50.78282,6.10075,50
50.78282,6.10075,50
50.78877,6.094,22
50.78938,6.11229,22
50.7724,6.0868,11
50.7724,6.0868,3.7
50.77265,6.08983,22
50.77993,6.11304,43
50.77993,6.11304,22
50.77993,6.11304,22
50.77993,6.11304,50
50.77993,6.11304,50
50.76291,6.079,43
50.76291,6.079,50
50.76291,6.079,50
50.77539,6.08236,22
50.77539,6.08236,
50.77266,6.08989,22
50.77852,6.08627,22
50.77852,6.08627,
50.77531,6.08215,22
50.77531,6.08215,
50.76861,6.09722,22
50.77932,6.11716,11
50.78928,6.09518,22
50.78928,6.09518,11
50.78928,6.09518,
50.77593,6.11177,90
50.78928,6.09518,11
50.77966,6.10321,11
50.77236,6.0867,22
50.77236,6.0867,
50.77017,6.07194,22
50.77017,6.07194,
50.77307,6.0869,11
50.77307,6.0869,
50.79009,6.096,22
50.79009,6.096,50
50.79009,6.096,
50.79009,6.096,50
50.77167,6.0851,22
50.77167,6.0851,
50.75984,6.08554,22
50.75984,6.08554,
50.77746,6.12492,22
50.77746,6.12492,
50.75902,6.08483,22
50.75902,6.08483,3.7
50.76867,6.07874,22
50.76867,6.07874,
50.78118,6.09076,43
50.78118,6.09076,50
50.78118,6.09076,50
50.77963,6.08215,22
50.77963,6.08215,
50.76884,6.09744,22
50.78299,6.10111,22
50.78825,6.09406,22
50.7701,6.07177,22
50.7701,6.07177,
50.75925,6.08458,22
50.75925,6.08458,
50.76766,6.08777,
50.76766,6.08777,50
50.79927,6.10528,22
50.79927,6.10528,
50.78928,6.09518,11
50.7795,6.08863,22
50.77934,6.10712,22
50.7772,6.08425,11
50.7772,6.08425,3.7
50.78143,6.09058,50
50.78143,6.09058,50
50.76878,6.10679,22
50.76878,6.10679,
50.79672,6.10168,22
50.78113,6.12782,50
50.78113,6.12782,50
50.78113,6.12782,43
50.7757,6.11213,22
50.76878,6.07803,11
50.76878,6.07803,
50.76781,6.07829,11
50.78379,6.13381,22
50.78379,6.13381,
50.79475,6.09325,11
50.76736,6.08223,22
50.76736,6.08223,
50.77722,6.08429,22
50.77722,6.08429,
50.79586,6.12425,22
50.79586,6.12425,
50.78928,6.09518,120
50.78928,6.09518,120
50.78928,6.09518,11
50.78928,6.09518,50
50.78928,6.09518,50
50.77017,6.07194,11
50.77017,6.07194,3.7
50.79458,6.1104,22
50.79458,6.1104,
50.76291,6.079,22
50.76291,6.079,50
50.76291,6.079,50
50.76574,6.14768,22
50.79712,6.1554,50
50.79712,6.1554,43
50.79712,6.1554,50
50.7569,6.14925,22
50.79712,6.1554,22
50.79712,6.1554,50
50.79712,6.1554,50
50.78129,6.16168,43
50.78129,6.16168,50
50.78129,6.16168,50
50.76768,6.14508,22
50.76768,6.14508,
50.78135,6.14956,11
50.78452,6.15762,43
50.78452,6.15762,50
50.78452,6.15762,50
50.75673,6.15035,22
50.76772,6.14501,22
50.76772,6.14501,
50.78129,6.16168,22
50.78129,6.16168,50
50.78129,6.16168,50
50.77485,6.16152,22
50.7327,6.21471,22
50.75144,6.1577,25
50.75144,6.1577,11
50.75144,6.1577,25
50.73237,6.21341,22
50.73253,6.21365,22
50.74246,6.15663,11
50.74246,6.15663,3.7
50.74741,6.16424,11
50.75144,6.1577,25
50.75144,6.1577,11
50.72883,6.18461,22
50.7327,6.21471,22
50.74249,6.15665,22
50.74249,6.15665,
50.74246,6.15663,11
50.74246,6.15663,
50.75311,6.15673,22
50.64771,6.19466,22
50.64788,6.19521,22
50.67695,6.20427,22
50.64566,6.19468,22
50.67695,6.20427,22
50.64566,6.19467,22
50.67695,6.20427,22
50.56064,6.21642,22
50.64593,6.18584,22
50.64771,6.19466,22
50.64593,6.18584,22
50.64153,6.19199,22
50.64763,6.19505,22
50.64602,6.18609,22
50.64763,6.19505,22
50.5599,6.23779,22
50.58296,6.37938,22
50.58296,6.37938,
50.49002,6.44275,22
50.49002,6.44275,
50.60734,6.30945,22
50.60734,6.30945,
50.55914,6.23818,22
50.60709,6.32821,22
50.53084,6.27813,22
50.60709,6.32821,22
50.55989,6.23779,22
50.53318,6.48746,22
50.60978,6.30596,22
50.54692,6.49337,22
50.53394,6.25334,22
50.54508,6.49436,22
50.63425,6.47447,22
50.57946,6.30537,22
50.57874,6.26257,22
50.5555,6.45125,22
50.57861,6.26222,22
50.64371,6.21865,22
50.60723,6.38297,22
50.60723,6.38297,
50.6883,6.48347,22
50.667,6.35301,22
50.63999,6.44189,22
50.63069,6.27821,22
50.64371,6.21865,22
50.60662,6.33106,22
50.60662,6.33106,50
50.6328,6.4448,22
50.57647,6.49955,22
50.60672,6.30372,22
50.62495,6.33466,22
50.57909,6.3056,22
50.65772,6.41255,22
50.52892,6.47709,22
50.52892,6.47709,
50.57946,6.30537,22
50.51106,6.27228,22
50.57459,6.49737,22
50.55464,6.2448,22
50.60671,6.3038,22
50.55829,6.23981,22
50.51106,6.27228,22
50.52347,6.28272,22
50.667,6.35301,22
50.66693,6.35493,22
50.55333,6.23685,43
50.55333,6.23685,50
50.55333,6.23685,50
50.62499,6.33467,22
50.53084,6.27813,22
50.5599,6.23818,22
50.58215,6.44766,22
50.62571,6.38893,22
50.52346,6.2828,22
50.62579,6.38866,22
50.64371,6.21865,22
50.6883,6.48347,22
50.60713,6.32821,22
50.60702,6.32832,22
50.63425,6.47447,22
50.63425,6.47447,11
50.63425,6.47447,
50.58196,6.37921,22
50.58196,6.37921,3.7
50.58204,6.37968,22
50.58204,6.37968,
50.57932,6.3057,22
50.7741,6.22418,22
50.75653,6.27763,22
50.76375,6.23091,43
50.76375,6.23091,50
50.76375,6.23091,50
50.7684,6.23025,22
50.79448,6.21843,11
50.76999,6.23179,22
50.81478,6.26466,22
50.75665,6.27748,22
50.7655,6.23129,22
50.75665,6.27748,22
50.7653,6.23268,22
50.76571,6.23172,22
50.76571,6.23172,22
50.81481,6.36187,22
50.81481,6.36187,22
50.77301,6.23124,22
50.75653,6.27763,22
50.76671,6.21939,22
50.76671,6.21939,22
50.89544,6.28333,22
50.83668,6.29578,11
50.83708,6.24434,50
50.81806,6.27083,22
50.84607,6.35815,22
50.89527,6.28785,22
50.8369,6.29562,22
50.9298,6.3373,90
50.9298,6.3373,90
50.81963,6.2636,22
50.8152,6.26353,22
50.8936,6.28358,22
50.84607,6.35815,22
50.8335,6.31378,22
50.8335,6.31378,50
50.83716,6.29525,22
50.8936,6.28358,22
50.89527,6.28785,22
50.81712,6.35525,22
50.81958,6.26376,22
50.81958,6.26376,22
50.81494,6.36188,22
50.89559,6.28335,22
50.93138,6.34024,90
50.93138,6.34024,50
50.93138,6.34024,
50.93138,6.34024,50
50.9241,6.35657,22
50.9213,6.3628,22
50.81712,6.35525,22
50.81749,6.26749,22
50.83589,6.31711,22
50.8152,6.26353,22
50.82164,6.2693,22
50.82215,6.2768,22
50.89361,6.28349,22
50.92251,6.36108,22
50.81865,6.26431,22
50.85075,6.36668,22
50.88473,6.46355,22
50.86597,6.4713,22
50.88497,6.46176,22
50.81718,6.37524,22
50.81718,6.37524,22
50.89906,6.40703,22
50.87119,6.46931,22
50.87119,6.46931,22
50.87568,6.47171,22
50.84688,6.45052,22
50.87428,6.41764,22
50.87568,6.47171,22
50.85177,6.4538,22
50.85177,6.4538,22
50.82295,6.46638,22
50.85075,6.36668,22
50.87244,6.47133,22
50.9099,6.38111,22
50.86597,6.4713,22
50.84517,6.45224,50
50.84517,6.45224,43
50.84517,6.45224,50
50.81557,6.37455,22
50.84626,6.36402,22
50.88472,6.46361,22
50.90632,6.40246,22
50.87243,6.47133,22
50.9063,6.40523,22
50.82295,6.46638,22
50.80596,6.48808,22
50.80499,6.48859,22
50.81358,6.47323,22
50.80942,6.49814,22
50.80676,6.46884,22
50.79737,6.45848,22
50.8024,6.47979,22
50.79531,6.50107,22
50.72146,6.39626,22
50.80061,6.48108,22
50.75148,6.48859,22
50.7896,6.46717,22
50.805,6.48859,22
50.75193,6.41103,11
50.80935,6.50645,22
50.75489,6.48892,90
50.75489,6.48892,50
50.80499,6.48859,22
50.80507,6.48189,22
50.79311,6.46422,22
50.78167,6.50833,22
50.8024,6.47979,22
50.81111,6.48806,22
50.78142,6.50829,22
50.78116,6.50849,22
50.78116,6.50849,50
50.78116,6.50849,50
50.8055,6.488,22
50.72146,6.39626,22
50.79755,6.47675,90
50.79755,6.47675,50
50.81111,6.48806,22
50.8022,6.48244,22
50.80917,6.64222,22
50.80915,6.6424,22
50.88242,6.69406,22
50.82559,6.52785,22
50.76278,6.51882,11
50.79991,6.75904,7.4
50.79991,6.75904,7.4
50.79991,6.75904,50
50.79991,6.75904,50
50.8717,6.69381,22
50.87302,6.69126,22
50.91094,6.74951,22
50.80012,6.75946,22
50.80012,6.75946,90
50.80012,6.75946,22
50.80012,6.75946,50
50.92852,6.7763,22
50.92852,6.7763,50
50.92852,6.7763,50
50.87205,6.69064,22
50.743,6.6036,22
50.81142,6.58303,22
50.92834,6.77801,22
50.92834,6.77801,50
50.82559,6.52785,22
50.79896,6.7831,22
50.91319,6.74877,22
50.8717,6.69381,22
50.86972,6.7575,22
50.87965,6.69325,43
50.87965,6.69325,50
50.87965,6.69325,50
50.70019,6.66254,22
50.70019,6.66254,50
50.86855,6.66857,22.2
50.92834,6.77801,43
50.92834,6.77801,50
50.92834,6.77801,50
50.79638,6.78005,150
50.79638,6.78005,150
50.915,6.59111,22
50.77943,6.51109,22
50.83143,6.53295,22
50.83143,6.53295,25
50.83143,6.53295,25
50.80707,6.64486,22
50.90378,6.67927,22
50.8985,6.68296,50
50.8985,6.68296,43
50.8985,6.68296,50
50.83326,6.53677,22
50.84512,6.78407,22
50.84512,6.78407,22
50.91335,6.7145,22
50.92929,6.775,90
50.92929,6.775,90
50.86807,6.74074,22
50.86807,6.74074,22
50.915,6.59111,22
50.9293,6.775,150
50.9293,6.775,50
50.76472,6.52472,22
50.87735,6.69338,22
50.818,6.69838,22
50.91164,6.71138,22
50.80707,6.64486,22
50.743,6.60359,22
50.818,6.69838,22
50.83326,6.53677,22
50.91094,6.74951,22
50.87205,6.69064,22
50.70409,6.66726,11
50.86978,6.75798,22
50.81142,6.58303,22
50.83155,6.53259,22
50.83155,6.53259,25
50.83155,6.53259,25
50.73566,6.59425,2.8
50.73566,6.59425,22
50.91335,6.7145,22
50.73492,6.59344,22
50.73492,6.59344,
50.90378,6.67927,22
50.90378,6.67927,11
50.58896,6.66572,22
50.6609,6.78278,22
50.54628,6.5748,22
50.59115,6.66478,22
50.59115,6.66478,22
50.68927,6.65111,22
50.59163,6.64348,22
50.65018,6.79247,22
50.59106,6.6525,22
50.54632,6.57484,22
50.66292,6.78534,22
50.66292,6.78534,
50.6582,6.78916,22
50.66083,6.78219,22
50.65276,6.79919,22
50.59109,6.65032,22
50.66545,6.79475,7.4
50.66545,6.79475,7.4
50.66545,6.79475,50
50.66545,6.79475,50
50.61867,6.65027,50
50.61867,6.65027,
50.61867,6.65027,50
50.63167,6.68232,22
50.63167,6.68232,
50.54823,6.76235,22
50.54823,6.76235,
50.59183,6.65019,22
50.64707,6.7927,22
50.61903,6.65138,22
50.54578,6.56377,22
50.59183,6.65019,22
50.66545,6.79475,22
50.66545,6.79475,90
50.66545,6.79475,22
50.66545,6.79475,50
50.65246,6.79011,22
50.49007,6.62926,2.8
50.49007,6.62926,22
50.59109,6.65032,22
50.53716,6.55535,22
50.55734,6.76584,22
50.55734,6.76584,
50.65639,6.79341,22
50.66677,6.79768,22
50.53776,6.55531,22
50.53776,6.55531,43
50.49007,6.62926,22
50.49007,6.62926,
50.65328,6.79938,22
50.65328,6.79938,22
50.62281,6.71491,22
50.62281,6.71491,11
50.57198,6.67009,22
50.57183,6.67002,22
50.54578,6.56377,22
50.58767,6.64982,22
50.58767,6.64982,50
50.5498,6.57139,11
50.65287,6.79304,22
50.6323,6.68237,2.8
50.6323,6.68237,22
50.69381,6.65215,22
50.66926,6.78409,22
50.66926,6.78409,
51.05813,6.23073,22
51.05813,6.23073,50
51.05813,6.23073,50
51.05307,6.22344,22
50.98212,6.27146,22
51.03444,6.2794,22
51.09325,6.40762,22
51.15347,6.45127,22
51.05258,6.21835,22
51.05258,6.21835,25
51.10333,6.49869,22
51.08022,6.31761,22
51.12744,6.41204,22
51.15896,6.48144,22
51.15896,6.48144,22
51.0522,6.21849,90
51.05239,6.21738,22
51.05239,6.21738,25
51.07888,6.31387,22
51.11104,6.33073,22
51.07661,6.32062,22
51.15801,6.44812,22
51.12569,6.41056,22
51.15458,6.45058,90
51.15458,6.45058,22
51.05275,6.2214,22
51.1095,6.46507,22
51.10351,6.46479,22
51.08179,6.31673,22
51.15073,6.363,22
51.00304,6.42481,22
51.15745,6.44807,22
51.15745,6.44807,50
51.15745,6.44807,50
51.0801,6.31468,22
51.14466,6.28131,22
51.13696,6.45647,22
51.13917,6.27694,22
51.07005,6.30219,90
51.07005,6.30219,50
51.10108,6.45789,22
51.13409,6.45296,22
51.14048,6.27616,22
51.06174,6.31389,22
51.08051,6.31259,22
51.08186,6.31275,22
51.16532,6.46065,43
51.16532,6.46065,50
51.16532,6.46065,50
51.14218,6.27594,22
51.10208,6.27468,22
50.93554,6.37327,22
50.98212,6.27146,22
51.16672,6.44915,22
51.05491,6.22628,22
51.10133,6.50138,22
50.98308,6.27491,90
50.98308,6.27491,50
51.00307,6.42536,22
51.07744,6.30897,22
51.07744,6.30897,11
51.12903,6.41212,22
51.15105,6.42172,11
51.05509,6.22452,22
51.13426,6.28194,22
51.07767,6.31077,22
51.10127,6.50132,22
51.09754,6.21847,22
51.13164,6.30627,22
51.05307,6.22344,22
51.00215,6.34595,11
51.15066,6.36224,22
51.14677,6.38274,22
51.16539,6.4388,22
51.14786,6.28955,25
51.07664,6.30589,22
51.15541,6.49022,22
51.22022,6.27903,22
51.21096,6.26812,
51.21096,6.26812,50
51.23475,6.24863,22
51.24835,6.33132,22
51.25374,6.33149,22
51.27703,6.25336,22
51.23358,6.31897,22
51.23359,6.32159,22
51.21547,6.27322,22
51.20547,6.34334,22
51.25314,6.33557,22
51.21497,6.28175,22
51.23296,6.31821,22
51.25457,6.34588,22
51.21434,6.27387,22
51.23599,6.24794,22
51.20618,6.34439,22
51.19983,6.21836,22
51.2578,6.33607,22
51.27099,6.27452,22
51.21429,6.2212,22
51.20165,6.2175,22
51.25958,6.33486,22
51.29395,6.32359,22
51.3342,6.34768,11
